admission_date,income_monthly_amount,balance_amount,montoOR,cantiOR,transaOR,montoDE,cantiDE,transaDE,clasifica
2,5101.0,1755.26,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,13195.76,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,26200.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,79990.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,30000.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,10000.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,7086.09,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,2079.16,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,5685.92,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,3787.76,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,25000.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,20168.27,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,27562.96,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,79990.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,30000.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,3153.14,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,823.03,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,6615.61,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,4419.74,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,19922.97,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,1486.42,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,3357.66,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,25000.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,79990.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,26782.28,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,30000.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,393.27,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,3717.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,5637.8,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,3142.29,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,3572.39,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,1491.49,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,22937.95,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,19706.55,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,79990.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,26035.68,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,3126.12,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,381.46,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,9529.48,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,2372.44,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,30000.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,22937.95,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,1049.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,2968.17,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,19432.04,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,79999.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,25175.75,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,25175.75,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,4094.9,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,3315.05,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,576.66,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,6214.43,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,381.46,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,2549.46,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,22937.95,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,1072.32,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,803.68,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,1568.76,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,30000.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,19185.39,496.1,3.0,248.0,2730.0,2.0,2730.0,1
2,5101.0,79999.0,496.1,3.0,248.0,2730.0,2.0,2730.0,1
17,6077.86,518.55,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,71651.94,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,11491.25,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,19080.94,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,14767.0,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,15337.66,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,22966.58,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,495.3,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,69482.59,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,11331.88,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,16827.85,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,14326.0,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,20686.99,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,14056.87,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,738.54,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,67248.06,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,11175.98,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,16827.85,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,15754.68,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,12770.32,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,20686.99,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,813.19,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,64981.7,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,11011.67,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,12218.96,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,15092.94,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,11437.97,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,19501.93,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,937.27,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,413.06,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,60413.19,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,10856.38,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,9859.37,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,14412.65,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,30000.0,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,10096.7,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,1249.42,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,100000.0,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,10687.07,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,30000.0,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
17,6077.86,312.12,89282.16,159.0,8928.0,6450.0,1.0,6450.0,1
18,3440.79,7291.87,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,262063.44,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,306833.54,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,103594.09,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,3369.16,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,145539.26,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,22048.79,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,1597.07,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,258092.49,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,102055.37,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,294463.08,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,2864.96,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,20863.98,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,139449.62,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,209.38,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,338.56,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,248638.75,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,281992.39,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,100538.63,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,209.38,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,133248.3,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,19645.9,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,1212.94,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,238617.52,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,98966.39,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,269272.33,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,50.56,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,18422.67,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,167535.25,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,1284.36,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,228634.35,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,97415.16,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,263369.18,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,50.56,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,162033.52,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,17199.56,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,50.56,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,1956.06,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,218362.97,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,257404.43,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,95846.35,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,424.67,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,15952.12,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
18,3440.79,156403.78,36362.47,25.0,4545.0,45908.12,66.0,5739.0,1
26,10536.65,290421.35,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,4990.02,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,569.0,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,997933.02,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,262028.7,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,957.0,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,984763.77,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,265864.79,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,1310.12,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,971935.55,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,208827.43,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,3942.67,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,5067.01,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,959022.24,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,186620.73,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,12356.6,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,5634.63,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,945817.41,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,286.43,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,190769.09,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,6360.6,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,12280.41,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,945817.41,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
26,10536.65,344.64,238174.54,29.0,79392.0,2331265.12,62.0,233127.0,1
9,3832.88,177498.65,40325.39,54.0,4033.0,5314.75,5.0,759.0,1
9,3832.88,174929.68,40325.39,54.0,4033.0,5314.75,5.0,759.0,1
9,3832.88,172402.13,40325.39,54.0,4033.0,5314.75,5.0,759.0,1
9,3832.88,172402.13,40325.39,54.0,4033.0,5314.75,5.0,759.0,1
9,3832.88,169838.15,40325.39,54.0,4033.0,5314.75,5.0,759.0,1
9,3832.88,167162.16,40325.39,54.0,4033.0,5314.75,5.0,759.0,1
3,1991.5,8841.04,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1413.1,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,96071.91,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,15144.49,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,582.93,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1758.91,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,9282.68,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1265.62,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,14620.16,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,94154.0,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1025.24,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1110.08,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,9305.57,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1189.07,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,14038.83,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,92247.93,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1650.75,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,872.91,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,8774.72,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1189.07,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,90262.32,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,13334.3,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1842.97,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,500.0,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1392.64,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,2312.1,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1030.16,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,98285.1,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,12654.24,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1776.18,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,176.38,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,44.76,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,2140.36,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,2750.39,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,945.64,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1915.55,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,96314.15,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,11964.61,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,9.99,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
3,1991.5,1000.0,4113.01,10.0,2057.0,1200.0,4.0,1200.0,1
1,1449.36,100921.29,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,8688.06,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,106456.71,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,98308.64,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,7515.55,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,94000.0,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,102603.6,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,95707.23,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,6329.99,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,94000.0,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,98804.55,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,93018.63,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,5118.92,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,87572.8,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,94933.2,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,90337.59,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,3878.2,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,90988.18,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,80367.63,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,87661.61,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,2614.37,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,73021.8,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
1,1449.36,104410.61,7223.0,7.0,1806.0,10188.92,37.0,2547.0,1
8,6961.17,90191.69,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,26511.08,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,1206.59,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,6074.22,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,24340.44,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,89055.83,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,5247.68,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,1172.98,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,917.0,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,85231.77,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,22176.87,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,4410.4,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,831.93,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,792.78,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,4410.4,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,19927.02,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,82232.09,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,700.32,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,1507.77,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,17640.71,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,81341.55,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,2690.3,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,538.09,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,489.48,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,79799.93,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,15287.03,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,852.26,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,1809.41,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
8,6961.17,21.99,21867.62,12.0,21868.0,585685.4,338.0,58569.0,1
5,2246.65,17524.95,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,37232.0,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,5037.43,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,15.46,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,15672.77,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,34590.32,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,4683.99,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,18.99,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,13818.37,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,4267.98,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,28710.61,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,4329.96,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,17.16,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,3231.55,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,11942.33,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,27013.93,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,3963.29,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,14.36,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,10018.53,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,31416.96,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,3595.25,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,20.44,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,8077.05,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,28592.59,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,3221.31,848.8,1.0,849.0,1697.6,6.0,1698.0,1
5,2246.65,21.87,848.8,1.0,849.0,1697.6,6.0,1698.0,1
16,4789.31,1388.0,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,15.49,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,9.4,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,258.21,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,2682.82,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,2048.8,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,212132.16,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,76.65,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,49.8,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,344.76,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,9.9,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,180.49,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,1188.44,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,486.81,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
16,4789.31,9.3,50240.36,37.0,5024.0,14811.8,8.0,7406.0,1
